Date,Name,Year,Letterboxd URI,Rating
2024-08-13,The Love Witch,2016,https://boxd.it/cZie,3.5
2024-08-21,Alien: Romulus,2024,https://boxd.it/zGqO,4
2024-09-03,Little Women,2019,https://boxd.it/aSVk,4
2024-10-06,Joker: Folie à Deux,2024,https://boxd.it/xBoE,2
2024-10-31,Megalopolis,2024,https://boxd.it/lPBS,1
2024-11-01,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4
2024-11-07,The Apprentice,2024,https://boxd.it/IPqG,3.5
2024-12-03,The Thing,1982,https://boxd.it/294O,4.5
2024-12-31,Blue Velvet,1986,https://boxd.it/29BI,4.5
2025-01-04,Anora,2024,https://boxd.it/Egcw,4
2025-01-05,Equilibrium,2002,https://boxd.it/211s,3
2025-01-13,Dunkirk,2017,https://boxd.it/d0Y6,4
2025-01-20,Oldboy,2003,https://boxd.it/29R2,4.5
